"---","congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2"
NA,102,"House",10717,41,2,"AL",200,0,1,"DICKINSON, William Louis","D000326",1925,2008,0.398,-0.057,-256.97879,0.688,688,109,NA,0.346,-0.2
NA,102,"House",11000,41,4,"AL",100,0,1,"BEVILL, Tom","B000431",1921,2005,-0.213,0.976,-146.37956,0.822,745,52,NA,-0.228,0.87
NA,102,"House",15022,41,6,"AL",100,0,1,"ERDREICH, Ben","E000201",1938,NA,-0.06,0.372,-247.95622,0.725,771,119,NA,-0.05,0.235
NA,102,"House",15090,41,1,"AL",200,0,1,"CALLAHAN, Herbert Leon (Sonny)","C000052",1932,2021,0.373,0.202,-207.97756,0.75,722,101,NA,0.397,0.264
NA,102,"House",15416,41,7,"AL",100,0,1,"HARRIS, Claude, Jr.","H000236",1940,1994,-0.085,0.593,-195.26143,0.776,768,83,NA,-0.106,0.563
NA,102,"House",15632,41,3,"AL",100,0,1,"BROWDER, John Glen","B000897",1943,NA,-0.165,0.826,-167.43975,0.803,764,63,NA,-0.157,0.691
NA,102,"House",29100,41,5,"AL",100,0,1,"CRAMER, Robert E. (Bud), Jr.","C000868",1947,NA,-0.132,0.612,-184.16079,0.788,774,74,NA,-0.135,0.547
NA,102,"House",14066,81,1,"AK",200,0,1,"YOUNG, Donald Edwin","Y000033",1933,2022,0.283,0.022,-338.71001,0.62392,718,167,NA,0.252,-0.214
NA,102,"House",10566,61,2,"AZ",100,0,1,"UDALL, Morris King","U000001",1922,1998,-0.387,0.008,NA,NA,NA,NA,NA,-0.724,0.69
NA,102,"House",14454,61,3,"AZ",200,0,1,"STUMP, Robert Lee","S001044",1927,2003,0.703,0.203,-119.30778,0.858,779,46,NA,0.8,0.109
NA,102,"House",15105,61,5,"AZ",200,0,1,"KOLBE, James Thomas","K000306",1942,2022,0.351,-0.534,-278.88688,0.695,766,132,NA,0.328,-0.516
NA,102,"House",15429,61,4,"AZ",200,0,1,"KYL, Jon Llewellyn","K000352",1942,NA,0.548,-0.413,-183.75226,0.78939,777,80,NA,0.512,-0.215
NA,102,"House",15440,61,1,"AZ",200,0,1,"RHODES, John Jacob, III","R000189",1943,2011,0.407,-0.249,-184.92369,0.784,758,77,NA,0.433,-0.196
NA,102,"House",29101,61,2,"AZ",100,0,2,"PASTOR, Ed","P000099",1943,2018,-0.421,0.12,-150.40646,0.761,550,51,NA,-0.328,0.001
NA,102,"House",11020,42,3,"AR",200,0,1,"HAMMERSCHMIDT, John Paul","H000124",1922,2015,0.253,0.239,-244.40449,0.717,734,108,NA,0.32,0.49
NA,102,"House",12000,42,1,"AR",100,0,1,"ALEXANDER, William Vollie (Bill), Jr.","A000103",1934,NA,-0.41,0.819,-139.04895,0.8,624,53,NA,-0.428,0.744
NA,102,"House",14058,42,2,"AR",100,0,1,"THORNTON, Raymond Hoyt (Ray), Jr.","T000243",1928,2016,-0.306,0.635,-144.08643,0.826,753,50,NA,-0.345,0.721
NA,102,"House",14601,42,4,"AR",100,0,1,"ANTHONY, Beryl Franklin, Jr.","A000213",1938,2025,-0.254,0.484,-154.99713,0.78,624,73,NA,-0.235,0.342
NA,102,"House",10573,71,36,"CA",100,0,1,"BROWN, George Edward, Jr.","B000918",1920,1999,-0.506,-0.028,-160.85359,0.799,718,66,NA,-0.389,0.131
NA,102,"House",10583,71,10,"CA",100,0,1,"EDWARDS, William Donlon (Don)","E000064",1915,2015,-0.599,-0.419,-103.14177,0.872,754,40,NA,-0.53,-0.392
NA,102,"House",10621,71,25,"CA",100,0,1,"ROYBAL, Edward R.","R000485",1916,2005,-0.61,-0.141,-117.96035,0.853,741,46,NA,-0.579,-0.091
NA,102,"House",12001,71,32,"CA",100,0,1,"ANDERSON, Glenn Malcolm","A000189",1913,1994,-0.269,-0.052,-237.11413,0.731,758,96,NA,-0.316,0.315
NA,102,"House",13011,71,8,"CA",100,0,1,"DELLUMS, Ronald V.","D000222",1935,2018,-0.644,-0.646,-104.02416,0.867,731,37,NA,-0.646,-0.73
NA,102,"House",14040,71,22,"CA",200,0,1,"MOORHEAD, Carlos John","M000926",1922,2011,0.465,-0.119,-166.69008,0.805,769,57,NA,0.51,-0.178
NA,102,"House",14053,71,9,"CA",100,0,1,"STARK, Fortney Hillman (Pete), Jr.","S000810",1931,2020,-0.631,-0.605,-145.70166,0.812,699,60,NA,-0.477,-0.701
NA,102,"House",14071,71,19,"CA",200,0,1,"LAGOMARSINO, Robert John","L000020",1926,2021,0.378,-0.267,-182.11319,0.786,758,71,NA,0.414,-0.236
NA,102,"House",14256,71,7,"CA",100,0,1,"MILLER, George","M000725",1945,NA,-0.552,-0.398,-130.60028,0.837,734,57,NA,-0.465,-0.519
NA,102,"House",14257,71,13,"CA",100,0,1,"MINETA, Norman Y.","M000794",1931,2022,-0.479,-0.01,-112.58002,0.863,763,40,NA,-0.531,0.013
NA,102,"House",14280,71,24,"CA",100,0,1,"WAXMAN, Henry Arnold","W000215",1939,NA,-0.473,-0.343,-126.29277,0.839,719,54,NA,-0.473,-0.48
NA,102,"House",14405,71,23,"CA",100,0,1,"BEILENSON, Anthony Charles","B000318",1932,2017,-0.44,-0.605,-258.1874,0.706,743,109,NA,-0.358,-0.842
NA,102,"House",14414,71,38,"CA",200,0,1,"DORNAN, Robert Kenneth","D000435",1933,NA,0.49,-0.111,-181.43465,0.778,724,73,NA,0.542,-0.013
NA,102,"House",14444,71,16,"CA",100,0,1,"PANETTA, Leon Edward","P000047",1938,NA,-0.258,-0.186,-215.90963,0.755,768,92,NA,-0.285,-0.183
NA,102,"House",14616,71,39,"CA",200,0,1,"DANNEMEYER, William Edwin","D000044",1929,2019,0.691,-0.24,-120.45364,0.828,637,56,NA,0.696,-0.159
NA,102,"House",14620,71,28,"CA",100,0,1,"DIXON, Julian Carey","D000373",1934,2000,-0.458,-0.076,-129.50568,0.834,712,52,NA,-0.523,0.13
NA,102,"House",14624,71,4,"CA",100,0,1,"FAZIO, Victor Herbert, Jr.","F000053",1942,2022,-0.455,0.36,-141.54388,0.829,754,74,NA,-0.476,0.503
NA,102,"House",14644,71,35,"CA",200,0,1,"LEWIS, Charles Jeremy (Jerry)","L000274",1934,2021,0.348,-0.101,-290.61389,0.674,736,130,NA,0.307,-0.271
NA,102,"House",14649,71,3,"CA",100,0,1,"MATSUI, Robert T.","M000249",1941,2005,-0.404,-0.03,-143.52903,0.814,697,64,NA,-0.466,0.228
NA,102,"House",14669,71,20,"CA",200,0,1,"THOMAS, William Marshall","T000188",1941,NA,0.371,-0.277,-223.21976,0.728,702,98,NA,0.346,-0.366
NA,102,"House",14813,71,33,"CA",200,0,1,"DREIER, David Timothy","D000492",1952,NA,0.478,-0.084,-249.27317,0.723,767,108,NA,0.513,0.196
NA,102,"House",14816,71,31,"CA",100,0,1,"DYMALLY, Mervyn Malcolm","D000592",1926,2012,-0.685,-0.039,-64.62507,0.876,488,30,NA,-0.691,-0.231
NA,102,"House",14835,71,45,"CA",200,0,1,"HUNTER, Duncan Lee","H000981",1948,NA,0.47,0.02,-191.48347,0.768,727,71,NA,0.516,-0.064
NA,102,"House",14837,71,11,"CA",100,0,1,"LANTOS, Thomas Peter","L000090",1928,2008,-0.376,-0.033,-119.82779,0.851,742,49,NA,-0.328,-0.094
NA,102,"House",14839,71,41,"CA",200,0,1,"LOWERY, William David","L000479",1947,NA,0.33,-0.254,-235.68323,0.705,673,99,NA,0.315,-0.18
NA,102,"House",14879,71,30,"CA",100,0,1,"MARTÍNEZ, Matthew G.","M000206",1929,2011,-0.341,0.106,-145.86925,0.807,679,58,NA,-0.354,0.194
NA,102,"House",15005,71,26,"CA",100,0,1,"BERMAN, Howard Lawrence","B000410",1941,NA,-0.404,-0.286,-129.14512,0.837,725,58,NA,-0.428,-0.267
NA,102,"House",15011,71,6,"CA",100,0,1,"BOXER, Barbara","B000711",1940,NA,-0.45,-0.423,-75.61839,0.863,515,27,NA,-0.397,-0.555
NA,102,"House",15032,71,18,"CA",100,0,1,"LEHMAN, Richard Henry","L000225",1948,NA,-0.27,-0.036,-230.6918,0.726,721,97,NA,-0.18,0.073
NA,102,"House",15034,71,27,"CA",100,0,1,"LEVINE, Meldon Edises","L000264",1943,NA,-0.436,-0.24,-106.79875,0.793,460,49,NA,-0.475,0.112
NA,102,"House",15040,71,37,"CA",200,0,1,"McCANDLESS, Alfred A.","M000306",1927,2017,0.474,-0.225,-214.43313,0.757,771,99,NA,0.409,-0.218
NA,102,"House",15051,71,43,"CA",200,0,1,"PACKARD, Ronald C.","P000005",1931,NA,0.419,0.152,-206.23128,0.76,753,91,NA,0.494,0.358
NA,102,"House",15070,71,34,"CA",100,0,1,"TORRES, Esteban Edward","T000316",1930,2022,-0.487,0.012,-113.90715,0.853,718,42,NA,-0.503,0.007
NA,102,"House",15413,71,21,"CA",200,0,1,"GALLEGLY, Elton W.","G000021",1944,NA,0.402,-0.1,-177.76205,0.791,758,64,NA,0.416,-0.219
NA,102,"House",15420,71,2,"CA",200,0,1,"HERGER, Walter William (Wally)","H000528",1945,NA,0.551,0.117,-187.73123,0.775,738,82,NA,0.524,-0.073
NA,102,"House",15448,71,5,"CA",100,0,1,"PELOSI, Nancy","P000197",1940,NA,-0.489,-0.174,-88.93357,0.88456,725,35,NA,-0.537,-0.343
NA,102,"House",15600,71,12,"CA",200,0,1,"CAMPBELL, Thomas J.","C000100",1952,NA,0.256,-0.907,-266.50576,0.675,677,128,NA,0.317,-0.948
NA,102,"House",15601,71,40,"CA",200,0,1,"COX, Charles Christopher","C000830",1952,NA,0.54,-0.236,-233.26825,0.727,732,100,NA,0.491,-0.168
NA,102,"House",15621,71,42,"CA",200,0,1,"ROHRABACHER, Dana","R000409",1947,NA,0.626,-0.417,-200.2379,0.77101,770,84,NA,0.588,-0.392
NA,102,"House",15635,71,15,"CA",100,0,1,"CONDIT, Gary Adrian","C000670",1948,NA,-0.103,0.3,-394.22659,0.593,755,193,NA,-0.028,0.145
NA,102,"House",29103,71,1,"CA",200,0,1,"RIGGS, Frank D.","R000252",1950,2023,0.333,-0.28,-266.95914,0.69,720,115,NA,0.301,-0.569
NA,102,"House",29104,71,14,"CA",200,0,1,"DOOLITTLE, John Taylor","D000429",1950,NA,0.519,0.156,-183.12987,0.785,758,74,NA,0.571,-0.063
NA,102,"House",29105,71,17,"CA",100,0,1,"DOOLEY, Calvin M.","D000424",1954,NA,-0.19,0.103,-214.4437,0.753,756,96,NA,-0.188,-0.005
NA,102,"House",29106,71,29,"CA",100,0,1,"WATERS, Maxine","W000187",1938,NA,-0.656,-0.094,-112.70757,0.84726,680,48,NA,-0.621,-0.518
NA,102,"House",29107,71,44,"CA",200,0,1,"CUNNINGHAM, Randall (Duke)","C000994",1941,2025,0.411,0.001,-181.52223,0.787,756,67,NA,0.426,-0.073
NA,102,"House",14051,62,1,"CO",100,0,1,"SCHROEDER, Patricia Scott","S000142",1940,2023,-0.225,-0.974,-318.97839,0.659,765,149,NA,-0.262,-0.965
NA,102,"House",15058,62,6,"CO",200,0,1,"SCHAEFER, Daniel","S000109",1936,2006,0.479,-0.123,-187.5748,0.784,771,81,NA,0.468,-0.109
NA,102,"House",15407,62,3,"CO",100,0,1,"CAMPBELL, Ben Nighthorse","C000077",1933,2025,-0.141,0.07,-238.8066,0.687,635,104,NA,-0.122,-0.003
NA,102,"House",15419,62,5,"CO",200,0,1,"HEFLEY, Joel M.","H000444",1935,NA,0.591,0.13,-225.43735,0.744,762,100,NA,0.527,-0.255
NA,102,"House",15443,62,2,"CO",100,0,1,"SKAGGS, David Evans","S000462",1943,NA,-0.355,-0.187,-205.03702,0.767,773,91,NA,-0.342,-0.037
NA,102,"House",29108,62,4,"CO",200,0,1,"ALLARD, A. Wayne","A000109",1943,NA,0.572,-0.121,-190.6426,0.78,767,88,NA,0.576,-0.206
NA,102,"House",14825,1,2,"CT",100,0,1,"GEJDENSON, Samuel","G000120",1948,NA,-0.416,-0.486,-119.41692,0.857,776,49,NA,-0.403,-0.214
NA,102,"House",14877,1,1,"CT",100,0,1,"KENNELLY, Barbara Bailey","K000118",1936,NA,-0.346,-0.13,-138.73886,0.835,769,58,NA,-0.347,-0.125
NA,102,"House",15028,1,6,"CT",200,0,1,"JOHNSON, Nancy Lee","J000163",1935,NA,0.122,-0.513,-352.53782,0.63,762,178,NA,0.117,-0.472
NA,102,"House",15449,1,4,"CT",200,0,1,"SHAYS, Christopher H.","S001144",1945,NA,0.129,-0.992,-313.95157,0.669,780,163,NA,0.124,-0.992
NA,102,"House",29109,1,3,"CT",100,0,1,"DeLAURO, Rosa L.","D000216",1943,NA,-0.414,-0.106,-121.68081,0.85487,776,54,NA,-0.332,-0.155
NA,102,"House",29110,1,5,"CT",200,0,1,"FRANKS, Gary A.","F000348",1953,NA,0.273,-0.519,-249.48082,0.724,772,116,NA,0.326,-0.492
NA,102,"House",15015,11,1,"DE",100,0,1,"CARPER, Thomas Richard","C000174",1947,NA,-0.179,-0.225,-286.17566,0.68623,760,141,NA,-0.126,-0.218
NA,102,"House",633,43,3,"FL",100,0,1,"BENNETT, Charles Edward","B000371",1910,2003,-0.088,0.421,-425.9654,0.579,780,198,NA,-0.09,0.058
NA,102,"House",3078,43,19,"FL",100,0,1,"FASCELL, Dante Bruno","F000041",1917,1998,-0.4,0.229,-167.74431,0.797,740,71,NA,-0.451,0.44
NA,102,"House",10588,43,7,"FL",100,0,1,"GIBBONS, Sam Melville","G000153",1920,2012,-0.233,0.17,-218.11037,0.747,749,91,NA,-0.222,0.122
NA,102,"House",13047,43,8,"FL",200,0,1,"YOUNG, Charles William (Bill)","Y000031",1930,2013,0.325,-0.112,-295.5541,0.676,754,138,NA,0.265,-0.285
NA,102,"House",14029,43,17,"FL",100,0,1,"LEHMAN, William","L000226",1913,2005,-0.483,-0.001,-98.76357,0.842,576,41,NA,-0.514,0.066
NA,102,"House",14428,43,10,"FL",200,0,1,"IRELAND, Andrew Poysell (Andy)","I000029",1930,2024,0.42,-0.312,-169.28598,0.762,623,75,NA,0.419,-0.264
NA,102,"House",14636,43,1,"FL",100,0,1,"HUTTO, Earl Dewitt","H001018",1926,2020,-0.007,0.732,-246.84235,0.719,747,112,NA,0.076,0.803
NA,102,"House",14842,43,5,"FL",200,0,1,"McCOLLUM, Ira William, Jr. (Bill)","M000350",1944,NA,0.377,-0.101,-218.72461,0.745,742,103,NA,0.358,-0.126
NA,102,"House",14860,43,15,"FL",200,0,1,"SHAW, Eugene Clay, Jr.","S000303",1939,2013,0.3,-0.142,-232.59152,0.731,742,114,NA,0.278,0.049
NA,102,"House",15006,43,9,"FL",200,0,1,"BILIRAKIS, Michael","B000463",1930,NA,0.382,-0.219,-266.38875,0.703,755,117,NA,0.336,-0.316
NA,102,"House",15035,43,12,"FL",200,0,1,"LEWIS, Thomas F.","L000295",1924,2003,0.387,-0.324,-201.5771,0.765,754,87,NA,0.406,-0.33
NA,102,"House",15062,43,16,"FL",100,0,1,"SMITH, Lawrence Jack","S000586",1941,NA,-0.355,0.075,-130.36579,0.832,709,47,NA,-0.421,-0.039
NA,102,"House",15605,43,13,"FL",200,0,1,"GOSS, Porter J.","G000336",1938,NA,0.421,-0.394,-232.21188,0.743,780,111,NA,0.418,-0.56
NA,102,"House",15608,43,4,"FL",200,0,1,"JAMES, Craig T.","J000047",1941,NA,0.343,-0.489,-234.01046,0.736,764,107,NA,0.363,-0.43
NA,102,"House",15609,43,14,"FL",100,0,1,"JOHNSTON, Harry A., II","J000187",1931,2021,-0.372,-0.376,-216.59021,0.746,739,92,NA,-0.299,-0.36
NA,102,"House",15627,43,6,"FL",200,0,1,"STEARNS, Clifford Bundy","S000822",1941,NA,0.554,-0.075,-207.62702,0.76,756,97,NA,0.494,-0.32
NA,102,"House",15634,43,18,"FL",200,0,1,"ROS-LEHTINEN, Ileana","R000435",1952,NA,0.244,-0.225,-337.79473,0.64004,757,159,NA,0.235,-0.585
NA,102,"House",29111,43,2,"FL",100,0,1,"PETERSON, Douglas Brian (Pete)","P000259",1935,NA,-0.261,0.417,-178.52665,0.785,739,70,NA,-0.225,0.336
NA,102,"House",29112,43,11,"FL",100,0,1,"BACCHUS, James","B000008",1949,NA,-0.236,-0.024,-227.65117,0.739,752,101,NA,-0.207,-0.025
NA,102,"House",14404,44,10,"GA",100,0,1,"BARNARD, Druie Douglas, Jr.","B000153",1922,2019,-0.028,0.639,-202.56322,0.701,571,90,NA,-0.017,0.441
NA,102,"House",14429,44,9,"GA",100,0,1,"JENKINS, Edgar Lanier (Ed)","J000083",1933,2012,-0.116,0.678,-198.39536,0.76,722,95,NA,-0.206,0.587
NA,102,"House",14627,44,6,"GA",200,0,1,"GINGRICH, Newton Leroy","G000225",1943,NA,0.377,-0.257,-171.80783,0.783,704,65,NA,0.397,-0.274
NA,102,"House",14831,44,2,"GA",100,0,1,"HATCHER, Charles Floyd","H000340",1939,NA,-0.202,0.722,-128.64664,0.788,541,47,NA,-0.233,0.359
NA,102,"House",15053,44,3,"GA",100,0,1,"RAY, Richard Belmont","R000080",1927,1999,0.035,0.56,-260.08731,0.68,675,129,NA,0.011,0.554
NA,102,"House",15057,44,8,"GA",100,0,1,"ROWLAND, James Roy, Jr.","R000481",1926,2022,-0.127,0.616,-187.93694,0.777,744,95,NA,-0.113,0.596
NA,102,"House",15069,44,1,"GA",100,0,1,"THOMAS, Robert Lindsay","T000184",1943,NA,-0.14,0.673,-157.82194,0.793,681,65,NA,-0.139,0.569
NA,102,"House",15081,44,7,"GA",100,0,1,"DARDEN, George (Buddy)","D000051",1943,NA,-0.161,0.691,-178.54027,0.792,764,78,NA,-0.215,0.527
NA,102,"House",15431,44,5,"GA",100,0,1,"LEWIS, John R.","L000287",1940,2020,-0.589,-0.221,-81.48763,0.8973,752,26,NA,-0.579,-0.305
NA,102,"House",95120,44,4,"GA",100,0,1,"JONES, Ben","J000211",1941,NA,-0.213,-0.073,-197.22501,0.74,656,77,NA,-0.245,-0.252
NA,102,"House",10757,82,2,"HI",100,0,1,"MINK, Patsy Takemoto","M000797",1927,2002,-0.513,-0.067,-117.61272,0.857,763,40,NA,-0.482,-0.28
NA,102,"House",15245,82,1,"HI",100,0,1,"ABERCROMBIE, Neil","A000014",1938,NA,-0.432,-0.026,-140.72605,0.83,756,52,NA,-0.577,-0.172
NA,102,"House",15117,63,2,"ID",100,0,1,"STALLINGS, Richard Howard","S000785",1940,2025,-0.084,0.224,-244.57186,0.711,716,120,NA,-0.11,0.312
NA,102,"House",29114,63,1,"ID",100,0,1,"LaROCCO, Larry","L000098",1946,NA,-0.243,0.239,-210.74023,0.76,769,92,NA,-0.22,0.104
NA,102,"House",6455,21,18,"IL",200,0,1,"MICHEL, Robert Henry","M000692",1923,2017,0.372,-0.157,-231.41851,0.725,720,108,NA,0.346,-0.147
NA,102,"House",8080,21,8,"IL",100,0,1,"ROSTENKOWSKI, Daniel David","R000458",1928,2010,-0.39,0.246,-141.97489,0.823,731,62,NA,-0.349,0.235
NA,102,"House",10421,21,9,"IL",100,0,1,"YATES, Sidney Richard","Y000013",1909,2000,-0.494,-0.494,-109.51091,0.857,708,43,NA,-0.578,-0.539
NA,102,"House",10703,21,11,"IL",100,0,1,"ANNUNZIO, Frank","A000212",1915,2001,-0.398,0.351,-152.96793,0.812,735,69,NA,-0.405,0.504
NA,102,"House",12041,21,12,"IL",200,0,1,"CRANE, Philip Miller","C000873",1930,2014,0.739,0.023,-132.30809,0.834,731,55,NA,0.908,-0.418
NA,102,"House",14033,21,15,"IL",200,0,1,"MADIGAN, Edward Rell","M000041",1936,1994,0.247,-0.396,NA,NA,NA,NA,NA,0.532,0.781
NA,102,"House",14068,21,7,"IL",100,0,1,"COLLINS, Cardiss","C000634",1931,2013,-0.552,-0.218,-86.79642,0.881,686,30,NA,-0.59,-0.361
NA,102,"House",14239,21,6,"IL",200,0,1,"HYDE, Henry John","H001022",1924,2007,0.312,-0.18,-237.35509,0.696,654,114,NA,0.319,-0.108
NA,102,"House",14271,21,3,"IL",100,0,1,"RUSSO, Martin Anthony","R000543",1944,NA,-0.192,-0.209,-240.38891,0.708,695,90,NA,-0.298,-0.098
NA,102,"House",14677,21,10,"IL",200,0,1,"PORTER, John Edward","P000444",1935,2022,0.217,-0.604,-309.26877,0.662,749,146,NA,0.216,-0.547
NA,102,"House",14856,21,2,"IL",100,0,1,"SAVAGE, Gus","S000081",1925,2015,-0.671,-0.39,-158.02637,0.765,589,61,NA,-0.748,-0.664
NA,102,"House",15021,21,20,"IL",100,0,1,"DURBIN, Richard Joseph","D000563",1944,NA,-0.339,-0.313,-141.95528,0.83104,767,62,NA,-0.355,-0.158
NA,102,"House",15023,21,17,"IL",100,0,1,"EVANS, Lane Allen","E000250",1951,2014,-0.454,-0.181,-156.97287,0.817,777,55,NA,-0.426,-0.474
NA,102,"House",15036,21,5,"IL",100,0,1,"LIPINSKI, William Oliver","L000342",1937,NA,-0.176,0.3,-278.595,0.672,700,130,NA,-0.147,0.233
NA,102,"House",15079,21,1,"IL",100,0,1,"HAYES, Charles Arthur","H000388",1918,1997,-0.656,-0.395,-110.72139,0.866,771,42,NA,-0.687,-0.448
NA,102,"House",15088,21,19,"IL",100,0,1,"BRUCE, Terry Lee","B000971",1944,2026,-0.268,-0.032,-210.60079,0.757,756,95,NA,-0.238,0.071
NA,102,"House",15098,21,13,"IL",200,0,1,"FAWELL, Harris W.","F000049",1929,2021,0.332,-0.616,-271.88982,0.698,755,133,NA,0.376,-0.75
NA,102,"House",15417,21,14,"IL",200,0,1,"HASTERT, John Dennis","H000323",1942,NA,0.443,-0.122,-206.09377,0.762,760,95,NA,0.399,-0.209
NA,102,"House",15453,21,21,"IL",100,0,1,"COSTELLO, Jerry Francis","C000794",1949,NA,-0.317,0.657,-263.5622,0.707,761,126,NA,-0.194,0.414
NA,102,"House",15620,21,22,"IL",100,0,1,"POSHARD, Glenn","P000452",1945,NA,-0.211,0.392,-284.54383,0.692,774,145,NA,-0.17,0.193
NA,102,"House",15622,21,4,"IL",100,0,1,"SANGMEISTER, George Edward","S000056",1931,2007,-0.226,0.075,-215.3859,0.749,745,100,NA,-0.224,0.083
NA,102,"House",29115,21,15,"IL",200,0,2,"EWING, Thomas W.","E000282",1935,NA,0.361,-0.094,-222.6728,0.693,606,110,NA,0.353,0.004
NA,102,"House",29116,21,16,"IL",100,0,1,"COX, John W., Jr.","C000836",1947,NA,-0.313,-0.368,-157.90845,0.816,776,64,NA,-0.31,-0.381
NA,102,"House",10732,22,9,"IN",100,0,1,"HAMILTON, Lee Herbert","H000114",1931,2026,-0.171,-0.053,-279.95385,0.698,778,126,NA,-0.146,-0.132
NA,102,"House",10742,22,10,"IN",100,0,1,"JACOBS, Andrew, Jr.","J000033",1932,2013,-0.07,-0.846,-470.52236,0.535,753,230,NA,-0.102,-0.995
NA,102,"House",11036,22,7,"IN",200,0,1,"MYERS, John Thomas","M001130",1927,2015,0.236,0.254,-296.54807,0.675,755,136,NA,0.249,0.336
NA,102,"House",14274,22,2,"IN",100,0,1,"SHARP, Philip Riley","S000294",1942,NA,-0.166,-0.283,-215.37057,0.745,733,88,NA,-0.196,-0.314
NA,102,"House",15014,22,6,"IN",200,0,1,"BURTON, Danny Lee","B001149",1938,NA,0.585,-0.026,-164.64768,0.806,765,69,NA,0.659,-0.193
NA,102,"House",15041,22,8,"IN",100,0,1,"McCLOSKEY, Francis Xavier","M000342",1939,2003,-0.336,0.094,-131.10567,0.841,755,56,NA,-0.394,0.182
NA,102,"House",15124,22,1,"IN",100,0,1,"VISCLOSKY, Peter","V000108",1949,NA,-0.402,0.244,-232.32942,0.74155,777,88,NA,-0.323,-0.046
NA,102,"House",15426,22,5,"IN",100,0,1,"JONTZ, James Prather","J000265",1951,2007,-0.357,-0.286,-243.04809,0.732,778,98,NA,-0.344,-0.353
NA,102,"House",15631,22,4,"IN",100,0,1,"LONG, Jill Lynette","L000420",1952,NA,-0.224,0.065,-229.94697,0.744,779,99,NA,-0.235,0.087
NA,102,"House",29117,22,3,"IN",100,0,1,"ROEMER, Timothy John","R000385",1956,NA,-0.165,0.229,-328.37843,0.655,775,156,NA,-0.097,0.18
NA,102,"House",8672,31,4,"IA",100,0,1,"SMITH, Neal Edward","S000596",1920,2021,-0.313,0.174,-219.66027,0.743,739,97,NA,-0.424,0.565
NA,102,"House",14432,31,1,"IA",200,0,1,"LEACH, James Albert Smith","L000169",1942,2024,0.141,-0.79,-302.88903,0.672,761,152,NA,0.131,-0.991
NA,102,"House",15106,31,5,"IA",200,0,1,"LIGHTFOOT, James Ross","L000305",1938,NA,0.391,-0.211,-247.20583,0.721,755,124,NA,0.379,-0.101
NA,102,"House",15414,31,6,"IA",200,0,1,"GRANDY, Frederick Lawrence","G000371",1948,NA,0.283,-0.465,-330.89203,0.649,765,154,NA,0.31,-0.493
NA,102,"House",15435,31,3,"IA",100,0,1,"NAGLE, David Ray","N000003",1943,NA,-0.349,-0.052,-196.2217,0.767,738,77,NA,-0.381,0.03
NA,102,"House",29118,31,2,"IA",200,0,1,"NUSSLE, James Allen","N000172",1960,NA,0.417,-0.178,-319.69386,0.661,772,133,NA,0.434,-0.516
NA,102,"House",14422,32,4,"KS",100,0,1,"GLICKMAN, Daniel Robert","G000240",1944,NA,-0.133,-0.149,-291.60182,0.68,755,126,NA,-0.142,-0.102
NA,102,"House",14852,32,1,"KS",200,0,1,"ROBERTS, Charles Patrick (Pat)","R000307",1936,NA,0.413,-0.09,-191.85395,0.77613,757,82,NA,0.488,-0.183
NA,102,"House",15061,32,2,"KS",100,0,1,"SLATTERY, James Charles","S000477",1948,NA,-0.099,-0.04,-321.12084,0.655,760,147,NA,-0.126,-0.083
NA,102,"House",15109,32,3,"KS",200,0,1,"MEYERS, Jan","M000684",1928,2019,0.208,-0.541,-295.35419,0.68,765,136,NA,0.224,-0.686
NA,102,"House",29119,32,5,"KS",200,0,1,"NICHOLS, Richard","N000094",1926,2019,0.398,0.203,-220.45526,0.744,747,99,NA,0.401,0.23
NA,102,"House",6845,51,2,"KY",100,0,1,"NATCHER, William Huston","N000009",1909,1994,-0.288,0.575,-155.61617,0.819,780,67,NA,-0.378,0.712
NA,102,"House",13024,51,3,"KY",100,0,1,"MAZZOLI, Romano Louis","M000291",1932,2022,-0.186,-0.016,-224.61685,0.749,777,98,NA,-0.315,0.239
NA,102,"House",14237,51,1,"KY",100,0,1,"HUBBARD, Carroll, Jr.","H000878",1937,2022,-0.038,0.476,-334.91277,0.63,724,155,NA,-0.032,0.411
NA,102,"House",14635,51,6,"KY",200,0,1,"HOPKINS, Larry Jones","H000776",1933,2021,0.347,-0.242,-145.38779,0.764,541,63,NA,0.462,-0.181
NA,102,"House",14854,51,5,"KY",200,0,1,"ROGERS, Harold Dallas (Hal)","R000395",1937,NA,0.334,0.156,-316.14558,0.65933,759,152,NA,0.285,-0.184
NA,102,"House",15228,51,7,"KY",100,0,1,"PERKINS, Carl Christopher","P000229",1954,NA,-0.56,0.793,-170.57178,0.782,693,70,NA,-0.528,0.849
NA,102,"House",15406,51,4,"KY",200,0,1,"BUNNING, James Paul David","B001066",1931,2017,0.521,-0.049,-163.34337,0.804,749,70,NA,0.514,-0.109
NA,102,"House",14427,45,5,"LA",100,0,1,"HUCKABY, Thomas Jerald","H000901",1941,NA,-0.009,0.507,-214.41323,0.723,662,105,NA,-0.021,0.601
